개방서비스명,상세영업상태명,주소,대분류,중분류,사업장명,업태구분명,좌표정보(x),좌표정보(y)
유흥주점영업,영업,충청남도 보령시 서낭댕이길 14 (동대동),충청남도,보령시,소니(sony)노래클럽,룸살롱,164965.4653,316156.6231
단란주점영업,영업,충청남도 보령시 성주면 화장골길 33,충청남도,보령시,성주 노래주점,단란주점,168671.9582,314878.0168
유흥주점영업,영업,충청남도 보령시 오천면 오천해안로 6,충청남도,보령시,들꽃,카바레,155199.3921,321884.3714
단란주점영업,영업,충청남도 보령시 오천면 원산도7길 93,충청남도,보령시,신성 단란 주점,단란주점,146201.049,318885.7764
유흥주점영업,영업,충청남도 보령시 웅천읍 열린바다1길 61,충청남도,보령시,시사이드올레노래클럽,룸살롱,157966.2847,304560.0742
단란주점영업,영업,충청남도 보령시 웅천읍 열린바다1길 78,충청남도,보령시,비체단란주점,단란주점,157816.8388,304393.844
유흥주점영업,영업,충청남도 보령시 웅천읍 열린바다로 334-15,충청남도,보령시,오지남노래클럽,룸살롱,158119.8437,304717.2733
유흥주점영업,영업,충청남도 보령시 웅천읍 장터중앙길 118,충청남도,보령시,백악관유흥주점,룸살롱,163983.8492,303646.2717
단란주점영업,영업,충청남도 보령시 웅천읍 장터중앙길 203,충청남도,보령시,아리랑단란주점,단란주점,163764.2311,304006.7411
단란주점영업,영업,충청남도 보령시 웅천읍 장터중앙길 63,충청남도,보령시,내마음단란주점,단란주점,164100.9161,303374.8736
유흥주점영업,영업,충청남도 보령시 원동1길 64 (대천동),충청남도,보령시,워킹성인나이트카바레,카바레,163893.8448,316709.6212
단란주점영업,영업,충청남도 보령시 원동1길 68 (대천동),충청남도,보령시,에이스단란주점,단란주점,163905.9586,316704.2591
유흥주점영업,영업,충청남도 보령시 원동1길 84 (동대동),충청남도,보령시,신화노래클럽,룸살롱,163988.2414,316672.7548
유흥주점영업,영업,충청남도 보령시 원동1길 98 (대천동),충청남도,보령시,울랄라클럽,룸살롱,164041.3546,316643.9861
유흥주점영업,영업,충청남도 보령시 정화로길 10-2 (대천동),충청남도,보령시,바하성인나이트,카바레,163660.6183,316576.8755
유흥주점영업,영업,"충청남도 보령시 주교면 울계큰길 332-12, 지하 1층",충청남도,보령시,윤라이브클럽,노래클럽,161455.6037,320857.8555
단란주점영업,영업,충청남도 보령시 주교면 울계큰길 402,충청남도,보령시,올레단란주점,단란주점,161225.3347,321172.5468
유흥주점영업,영업,충청남도 보령시 중앙로 38 (대천동),충청남도,보령시,트로이노래클럽,룸살롱,163915.9045,316461.4361
유흥주점영업,영업,충청남도 보령시 중앙로 43 (대천동),충청남도,보령시,피아노노래클럽,룸살롱,163843.4762,316509.4189
단란주점영업,영업,충청남도 보령시 중앙로 50 (동대동),충청남도,보령시,부킹단란주점,단란주점,163864.0723,316555.5169
유흥주점영업,영업,충청남도 보령시 중앙로 64 (대천동),충청남도,보령시,명월관,룸살롱,163777.3495,316682.1717
유흥주점영업,영업,충청남도 보령시 중촌길 17-8 (대천동),충청남도,보령시,방석집유흥주점,룸살롱,,
유흥주점영업,영업,충청남도 보령시 천변북길 105 (대천동),충청남도,보령시,소리샘노래클럽,룸살롱,164030.7245,316618.0865
유흥주점영업,영업,충청남도 보령시 천변북길 87 (동대동),충청남도,보령시,비타민,룸살롱,163939.2875,316473.3167
유흥주점영업,영업,충청남도 보령시 천변북길 91 (대천동),충청남도,보령시,빵빵노래클럽,룸살롱,163955.4679,316506.9207
유흥주점영업,영업,"충청남도 보령시 천변북길 95, 외1필지 (대천동)",충청남도,보령시,시인노래클럽,룸살롱,163979.1564,316533.367
유흥주점영업,영업,충청남도 보령시 천변북길 97 (동대동),충청남도,보령시,연예인노래클럽,룸살롱,163987.7514,316543.9272
단란주점영업,영업,충청남도 보령시 천북면 홍보로 474,충청남도,보령시,석화단란주점,단란주점,157533.9348,331053.7824
단란주점영업,영업,충청남도 보령시 천북면 홍보로 504,충청남도,보령시,가람단란주점,단란주점,157537.8271,331370.666
단란주점영업,영업,충청남도 보령시 청소면 청소큰길 178,충청남도,보령시,하이트단란주점,단란주점,163213.1573,327323.1475
유흥주점영업,영업,충청남도 보령시 큰오랏7길 10 (동대동),충청남도,보령시,옹달샘노래클럽,룸살롱,164772.9938,316423.1153
유흥주점영업,영업,"충청남도 보령시 한내로 31, 2층 (동대동)",충청남도,보령시,라바노래클럽,룸살롱,164668.4618,316307.6937
단란주점영업,영업,"충청남도 보령시 한내로 33 (동대동,(2층))",충청남도,보령시,에로스,단란주점,164680.7191,316298.6599
유흥주점영업,영업,충청남도 보령시 한내로 37 (동대동),충청남도,보령시,짬노래클럽,룸살롱,164715.0442,316271.1017
유흥주점영업,영업,충청남도 보령시 한내로 78-13 (명천동),충청남도,보령시,꿈노래클럽,룸살롱,164974.8418,315927.3295
단란주점영업,영업,충청남도 보령시 한내로 78-25 (명천동),충청남도,보령시,세라비 단란주점,단란주점,164971.1892,315912.6313
단란주점영업,영업,충청남도 보령시 해수욕장10길 60-12 (신흑동),충청남도,보령시,카니발 단란주점,단란주점,155762.5047,313284.2398
유흥주점영업,영업,충청남도 보령시 해수욕장1길 16 (신흑동),충청남도,보령시,쑈부,룸살롱,156565.9461,311678.41
유흥주점영업,영업,충청남도 보령시 해수욕장3길 10 (신흑동),충청남도,보령시,풍류노래클럽,룸살롱,156667.0615,311730.4556
유흥주점영업,영업,충청남도 보령시 해수욕장3길 11-35 (신흑동),충청남도,보령시,하와이룸가요주점,룸살롱,156712.1641,311827.5263
유흥주점영업,영업,충청남도 보령시 해수욕장3길 6 (신흑동),충청남도,보령시,무한,룸살롱,156655.4216,311758.8852
유흥주점영업,영업,충청남도 보령시 해수욕장4길 130 (신흑동),충청남도,보령시,로우 라운지펍,고고(디스코)클럽,156277.568,312317.5541
유흥주점영업,영업,충청남도 보령시 해수욕장4길 148 (신흑동),충청남도,보령시,주연노래클럽,룸살롱,156241.1898,312392.5174
유흥주점영업,영업,충청남도 보령시 해수욕장4길 38 (신흑동),충청남도,보령시,가연노래타운,카바레,156467.8722,311880.5347
유흥주점영업,영업,충청남도 보령시 해수욕장4길 54 (신흑동),충청남도,보령시,스캔들,룸살롱,156440.5064,311967.2195
유흥주점영업,영업,충청남도 보령시 해수욕장4길 88 (신흑동),충청남도,보령시,가인가요주점,룸살롱,156371.14,312124.7626
유흥주점영업,영업,충청남도 보령시 해수욕장6길 28 (신흑동),충청남도,보령시,해송,카바레,156555.1589,311898.6057
유흥주점영업,영업,충청남도 보령시 해수욕장6길 5 (신흑동),충청남도,보령시,접속유흥주점,룸살롱,156568.1379,311781.2049
유흥주점영업,영업,충청남도 보령시 해수욕장8길 39 (신흑동),충청남도,보령시,샤인뮤직타운,룸살롱,156167.5461,312647.0037
단란주점영업,영업,"충청남도 보령시 해수욕장8길 75, 2층 (신흑동)",충청남도,보령시,킹노래노래단란주점,단란주점,156254.0664,312487.9774
단란주점영업,영업,충청남도 보령시 현대상가길 5 (대천동),충청남도,보령시,리무진,단란주점,163712.5177,316487.828
단란주점영업,영업,충청남도 부여군 구룡면 흥수로 383,충청남도,부여군,육구 단란주점,단란주점,184774.8885,306188.433
단란주점영업,영업,충청남도 부여군 규암면 수북로 41,충청남도,부여군,밤안개단란주점,단란주점,189932.0752,308000.1919
단란주점영업,영업,충청남도 부여군 규암면 자온로 72,충청남도,부여군,가보세 단란주점,단란주점,189833.2546,308160.1696
단란주점영업,영업,충청남도 부여군 규암면 자온로 88,충청남도,부여군,킹 단란주점,단란주점,189982.0931,308097.9892
단란주점영업,영업,충청남도 부여군 규암면 진변로 11,충청남도,부여군,카지노 단란주점,단란주점,189792.1696,308479.9151
유흥주점영업,영업,충청남도 부여군 규암면 흥수로 805,충청남도,부여군,하늘비,룸살롱,188265.8756,308089.0691
단란주점영업,영업,충청남도 부여군 부여읍 나루터로 23,충청남도,부여군,볼보 단란주점,단란주점,191852.8922,309332.3408
유흥주점영업,영업,충청남도 부여군 부여읍 부여로 10,충청남도,부여군,비너스가요주점,비어(바)살롱,191822.6423,308937.9048
단란주점영업,영업,충청남도 부여군 부여읍 부여로 13-4,충청남도,부여군,원투쓰리단란주점,단란주점,191754.1175,308924.7557
단란주점영업,영업,"충청남도 부여군 부여읍 사비로 112, 지하1층",충청남도,부여군,부킹7080난타단란주점,단란주점,191920.8766,309099.2007
유흥주점영업,영업,"충청남도 부여군 부여읍 사비로100번길 1, 지하 1층",충청남도,부여군,월드컵 가요주점,간이주점,191911.2812,308990.2395
유흥주점영업,영업,"충청남도 부여군 부여읍 사비로100번길 6, 지하 1층",충청남도,부여군,수잔,룸살롱,191931.0087,308967.2512
유흥주점영업,영업,"충청남도 부여군 부여읍 사비로108번길 13, 2층",충청남도,부여군,불꽃주점,룸살롱,192013.8627,309080.5496
유흥주점영업,영업,"충청남도 부여군 부여읍 사비로108번길 13, 지하 1층",충청남도,부여군,삼천궁,비어(바)살롱,192013.8627,309080.5496
유흥주점영업,영업,충청남도 부여군 부여읍 사비로108번길 5,충청남도,부여군,탈렌트,기타,191941.1293,309076.5845
유흥주점영업,영업,"충청남도 부여군 부여읍 사비로108번길 5, 지하1층",충청남도,부여군,로마가요주점,룸살롱,191941.1293,309076.5845
유흥주점영업,영업,충청남도 부여군 부여읍 사비로72번길 10,충청남도,부여군,스캔들 가요주점,룸살롱,191979.889,308682.9645
유흥주점영업,영업,충청남도 부여군 부여읍 사비로72번길 5-5,충청남도,부여군,미인룸가요주점,룸살롱,191934.3344,308718.9359
유흥주점영업,영업,충청남도 부여군 부여읍 사비로72번길 7,충청남도,부여군,모든이가요주점,룸살롱,191960.6182,308710.4223
유흥주점영업,영업,충청남도 부여군 부여읍 사비로99번길 8-2,충청남도,부여군,야생화가요주점,기타,191844.6932,308993.7757
유흥주점영업,영업,충청남도 부여군 부여읍 사비로99번길 8-6,충청남도,부여군,코코스,비어(바)살롱,191849.3828,309018.4681
단란주점영업,영업,충청남도 부여군 부여읍 사비로99번길 8-8,충청남도,부여군,쎄븐단란주점,단란주점,191856.7705,309045.3597
단란주점영업,영업,충청남도 부여군 부여읍 삼충로 183,충청남도,부여군,작은별 단란주점,단란주점,195664.4295,311077.0781
유흥주점영업,영업,"충청남도 부여군 부여읍 석탑로 62-2, 지하 1층",충청남도,부여군,힛트,비어(바)살롱,192102.3484,308994.881
단란주점영업,영업,충청남도 부여군 부여읍 석탑로 64,충청남도,부여군,쉘브르음악싸롱,단란주점,192108.8556,309000.2879
유흥주점영업,영업,"충청남도 부여군 부여읍 석탑로41번길 14, 지하1층",충청남도,부여군,뉴샤인,룸살롱,191960.5897,308801.6972
유흥주점영업,영업,"충청남도 부여군 부여읍 성왕로 204, 2층",충청남도,부여군,동경,룸살롱,191866.1882,309091.8445
단란주점영업,영업,"충청남도 부여군 부여읍 성왕로 207-8, 지하1층",충청남도,부여군,킹콩,단란주점,191914.3076,309196.9604
단란주점영업,영업,충청남도 부여군 부여읍 성왕로 222-1,충청남도,부여군,추억에 7080,단란주점,192015.0864,309140.4827
유흥주점영업,영업,충청남도 부여군 부여읍 성왕로 240,충청남도,부여군,리더스주점,룸살롱,192174.6486,309142.9434
유흥주점영업,영업,충청남도 부여군 부여읍 정림로 40 (지하1층),충청남도,부여군,해와달,기타,191846.7713,308589.0515
유흥주점영업,영업,"충청남도 부여군 부여읍 정림로 47-42, 2층",충청남도,부여군,영가요주점,룸살롱,191959.2315,308666.3495
단란주점영업,영업,충청남도 부여군 부여읍 중앙로 14-3,충청남도,부여군,중앙단란주점,단란주점,192040.2738,308869.7038
유흥주점영업,영업,"충청남도 부여군 부여읍 중앙로 6, 2층",충청남도,부여군,카니발 가요주점,기타,191933.314,308869.908
유흥주점영업,영업,"충청남도 부여군 부여읍 중앙로 6-11, 지하1층",충청남도,부여군,마돈나노래클럽,노래클럽,191985.915,308843.6135
유흥주점영업,영업,"충청남도 부여군 부여읍 중앙로 6-4, 2층",충청남도,부여군,그랜드,기타,191933.5195,308845.5019
유흥주점영업,영업,"충청남도 부여군 부여읍 중앙로5번길 14-2, 2층",충청남도,부여군,장녹수가요주점,룸살롱,191958.005,309015.0801
유흥주점영업,영업,"충청남도 부여군 부여읍 중앙로5번길 15, 2층",충청남도,부여군,버킹검,룸살롱,191932.8364,309021.1665
유흥주점영업,영업,충청남도 부여군 부여읍 중앙로5번길 25,충청남도,부여군,황진이,기타,191957.2087,309115.21
유흥주점영업,영업,"충청남도 부여군 부여읍 중앙로5번길 3-1, 2층",충청남도,부여군,보물섬가요주점,룸살롱,191931.661,308926.6611
유흥주점영업,영업,"충청남도 부여군 부여읍 중앙로5번길 6-2, 지하 1층",충청남도,부여군,버버리 가요주점,비어(바)살롱,191957.8801,308925.1789
유흥주점영업,영업,"충청남도 부여군 부여읍 중앙로5번길 8, 지하 1층",충청남도,부여군,양귀비,룸살롱,191957.2518,308966.3614
단란주점영업,영업,충청남도 부여군 석성면 왕릉로 714,충청남도,부여군,황제단란주점,단란주점,200167.5663,305711.7926
유흥주점영업,영업,충청남도 부여군 세도면 세도로 10 (147-1),충청남도,부여군,일조가요주점,룸살롱,195050.5791,296582.1276
유흥주점영업,영업,충청남도 부여군 양화면 입포로 39,충청남도,부여군,금수강산주점,비어(바)살롱,189106.9799,292891.6348
단란주점영업,영업,충청남도 부여군 외산면 무량로 37,충청남도,부여군,올래,단란주점,173289.3316,311415.479
단란주점영업,영업,충청남도 부여군 외산면 무량로 43,충청남도,부여군,거목단란주점,단란주점,173275.2811,311471.8646
유흥주점영업,영업,충청남도 부여군 외산면 무량로 63,충청남도,부여군,K 가요주점,룸살롱,173191.4792,311664.6655
단란주점영업,영업,충청남도 부여군 외산면 외산로79번길 5-1,충청남도,부여군,성림 단란주점,단란주점,173269.627,311227.5224
단란주점영업,영업,충청남도 부여군 은산면 충의로 680,충청남도,부여군,스카이단란주점,단란주점,186776.8583,312090.8991
단란주점영업,영업,충청남도 부여군 은산면 충의로 683-4,충청남도,부여군,브이아이피 단란주점,단란주점,186761.2543,312151.6104
단란주점영업,영업,"충청남도 부여군 은산면 충의로 687-3, 2층",충청남도,부여군,돼지단란주점,단란주점,186780.9981,312166.3474
단란주점영업,영업,충청남도 부여군 은산면 충의로673번길 5,충청남도,부여군,코리아나 단란주점,단란주점,186710.9972,312078.3678
유흥주점영업,영업,충청남도 부여군 은산면 충의로673번길 8-1,충청남도,부여군,신아마존 가요주점,비어(바)살롱,186724.3559,312117.8814
단란주점영업,영업,충청남도 부여군 은산면 충절로 2736,충청남도,부여군,사비궁 단란주점,단란주점,187366.8467,311851.4434
단란주점영업,영업,"충청남도 부여군 은산면 충절로 2746, 지하1층",충청남도,부여군,하이트단란주점,단란주점,187251.4232,311876.0664
유흥주점영업,영업,충청남도 부여군 임천면 성흥로 102-9,충청남도,부여군,대서양,비어(바)살롱,190202.7228,298759.5081
유흥주점영업,영업,충청남도 부여군 임천면 성흥로97번길 47,충청남도,부여군,임천산장유흥주점,룸살롱,190616.0234,298917.7794
단란주점영업,영업,충청남도 부여군 초촌면 초촌로 32,충청남도,부여군,진성단란주점,단란주점,201840.0945,306911.7861
유흥주점영업,영업,충청남도 부여군 홍산면 동헌로 17,충청남도,부여군,팡팡 가요주점,룸살롱,178143.6106,301619.8884
단란주점영업,영업,충청남도 부여군 홍산면 홍산로 38,충청남도,부여군,이만오천량,단란주점,178343.924,301365.7875
단란주점영업,영업,충청남도 부여군 홍산면 홍산로 55,충청남도,부여군,OK 단란주점,단란주점,178303.8524,301564.8847
단란주점영업,영업,"충청남도 서산시 고북면 고북1로 305-8, 지하층",충청남도,서산시,싱싱가요주점,단란주점,158082.2597,351982.1394
유흥주점영업,영업,충청남도 서산시 고운로 116 (읍내동),충청남도,서산시,와와클럽,룸살롱,150815.8932,364527.671
유흥주점영업,영업,충청남도 서산시 관아문길 22 (읍내동),충청남도,서산시,젠틀맨노래주점,룸살롱,150962.6208,364698.6599
단란주점영업,영업,충청남도 서산시 관아문길 43 (동문동),충청남도,서산시,소리샘,단란주점,151046.6912,364500.2592
단란주점영업,영업,충청남도 서산시 대사동1로 16 (동문동),충청남도,서산시,에스라인 단란주점,단란주점,151212.2834,364785.9212
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 15, 지하1층",충청남도,서산시,천궁,룸살롱,149625.6224,381836.1799
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 16-1, 3층",충청남도,서산시,벤츠노래술타운,룸살롱,149661.0184,381871.9041
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 21, 2층",충청남도,서산시,아우디,룸살롱,149607.5603,381910.6076
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 21-3, 2층",충청남도,서산시,몽블랑,룸살롱,149603.3163,381876.2226
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 22, 2층",충청남도,서산시,황제노래술클럽,룸살롱,149639.0997,381917.0931
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 24, 지하층",충청남도,서산시,오렌지 노래클럽주점,룸살롱,149633.01,381932.6042
단란주점영업,영업,"충청남도 서산시 대산읍 구진로 27, 효종빌딩 지하1층",충청남도,서산시,키스7080라이브,단란주점,149594.1627,381956.031
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 32, 지하층",충청남도,서산시,카카오노래술클럽,룸살롱,149606.5131,382013.3639
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 60-1, 지하층",충청남도,서산시,황진이가요주점,룸살롱,149399.0911,382166.9805
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 61, 3층",충청남도,서산시,하모니가요주점,룸살롱,149362.8867,382136.0718
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 61-1, 1층",충청남도,서산시,스타술비즈니스클럽,룸살롱,149353.2346,382151.7849
단란주점영업,영업,"충청남도 서산시 대산읍 구진로 62, 2층",충청남도,서산시,디바단란주점,단란주점,149378.649,382172.4002
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 63, 지하층",충청남도,서산시,동경술가요클럽,룸살롱,149335.6834,382156.9872
유흥주점영업,영업,"충청남도 서산시 대산읍 구진로 68, 2층",충청남도,서산시,그린가요주점,룸살롱,149330.4277,382201.4914
단란주점영업,영업,충청남도 서산시 대산읍 구진로 75 (외1필지(지하)),충청남도,서산시,레드,단란주점,149265.8284,382249.7858
유흥주점영업,영업,충청남도 서산시 대산읍 구진로 77,충청남도,서산시,캐슬노래클럽,룸살롱,149245.7429,382237.9626
유흥주점영업,영업,충청남도 서산시 대산읍 구진천로 10-13 ((지하1층)),충청남도,서산시,명품관,룸살롱,149575.8949,381941.7596
유흥주점영업,영업,"충청남도 서산시 대산읍 구진천로 10-7, 지하층",충청남도,서산시,노블레스노래주점,룸살롱,149551.1709,381979.9718
유흥주점영업,영업,"충청남도 서산시 대산읍 충의로 1904, 2층",충청남도,서산시,굿초이스가요주점,룸살롱,149727.6902,381689.384
단란주점영업,영업,"충청남도 서산시 대산읍 충의로 1908, 2층",충청남도,서산시,비엠더블유단란주점,단란주점,149703.8206,381714.2161
유흥주점영업,영업,"충청남도 서산시 대산읍 충의로 1926, 6층",충청남도,서산시,탑룸클럽,룸살롱,149587.0385,381856.4801
유흥주점영업,영업,충청남도 서산시 대산읍 충의로 1942 ((지하1층)),충청남도,서산시,대산노래술클럽,룸살롱,149499.6171,381981.0914
단란주점영업,영업,"충청남도 서산시 대산읍 충의로 1956, 지하층",충청남도,서산시,블루문,단란주점,149388.2105,382091.3925
단란주점영업,영업,"충청남도 서산시 대산읍 충의로 1966, 3층",충청남도,서산시,본 갤러리,단란주점,149311.4827,382153.567
단란주점영업,영업,충청남도 서산시 대산읍 충의로 1970-1,충청남도,서산시,파트너,단란주점,,
단란주점영업,영업,"충청남도 서산시 대산읍 충의로 1970-1, 3층",충청남도,서산시,보스톤라이브주점,단란주점,149294.475,382189.1633
유흥주점영업,영업,"충청남도 서산시 대산읍 충의로 1977, 지하층",충청남도,서산시,고래고래 가요주점,룸살롱,,
유흥주점영업,영업,"충청남도 서산시 대산읍 충의로 1981, 지하1층",충청남도,서산시,텐프로룸클럽,룸살롱,149175.7251,382238.84
단란주점영업,영업,"충청남도 서산시 대산읍 충의로 지하 1905, 1층",충청남도,서산시,금잔디,단란주점,149685.6033,381667.22
유흥주점영업,영업,"충청남도 서산시 대산읍 탑골1길 19-9, 지하1층",충청남도,서산시,리더스노래주점,룸살롱,149641.1388,381676.6999
단란주점영업,영업,"충청남도 서산시 동헌로 104 (읍내동,,13-10(1층))",충청남도,서산시,캔디,단란주점,151033.4081,364303.461
유흥주점영업,영업,"충청남도 서산시 동헌로 119, 지하층 (읍내동)",충청남도,서산시,필,룸살롱,150964.9474,364450.8838
단란주점영업,영업,충청남도 서산시 동헌로 129 (읍내동),충청남도,서산시,골드,단란주점,150949.3038,364541.0644
유흥주점영업,영업,"충청남도 서산시 동헌로 139 (읍내동,(2층))",충청남도,서산시,상하이,룸살롱,150925.3754,364631.9085
유흥주점영업,영업,충청남도 서산시 동헌로 141 (읍내동),충청남도,서산시,람바다,룸살롱,150923.8202,364648.7481
단란주점영업,영업,"충청남도 서산시 동헌로 141, 2층 (읍내동)",충청남도,서산시,빤짝빤짝 단란주점,단란주점,150923.8202,364648.7481
유흥주점영업,영업,"충청남도 서산시 동헌로 93, 2층 (읍내동)",충청남도,서산시,아이리스주점,룸살롱,151022.4566,364192.5281
유흥주점영업,영업,"충청남도 서산시 동헌로 99 (읍내동,(지하))",충청남도,서산시,(신)백악관,룸살롱,151013.5567,364267.974
유흥주점영업,영업,"충청남도 서산시 번화1로 47, 지하층 (동문동)",충청남도,서산시,망고,룸살롱,151247.118,364763.6189
단란주점영업,영업,"충청남도 서산시 번화1로 48, 2층 205호 (동문동)",충청남도,서산시,보석단지,단란주점,151245.8895,364715.4116
유흥주점영업,영업,"충청남도 서산시 번화2로 17, 2층 (읍내동)",충청남도,서산시,만수르노래클럽주점,룸살롱,150910.0479,364512.5245
단란주점영업,영업,"충청남도 서산시 번화2로 36, 2층 (동문동)",충청남도,서산시,솔로앤솔로,단란주점,151088.7136,364538.5723
단란주점영업,영업,"충청남도 서산시 번화2로 7, 2층 (읍내동)",충청남도,서산시,자스민단란주점,단란주점,150797.8831,364486.2258
유흥주점영업,영업,"충청남도 서산시 번화2로 7, 2층 (읍내동)",충청남도,서산시,수노래타운,기타,150797.8831,364486.2258
유흥주점영업,영업,"충청남도 서산시 번화2로 9, 1,2층 (읍내동)",충청남도,서산시,대물 노래주점,룸살롱,150822.8378,364494.8418
단란주점영업,영업,충청남도 서산시 부석면 취평2길 12,충청남도,서산시,오렌지단란주점,단란주점,145655.5836,357043.5655
단란주점영업,영업,충청남도 서산시 부석면 취평2길 17-6,충청남도,서산시,호박단란주점,단란주점,145617.6358,357123.2594
유흥주점영업,영업,"충청남도 서산시 성연면 성연1로 21, 2층",충청남도,서산시,명가노래주점,룸살롱,150517.7488,369806.7353
유흥주점영업,영업,"충청남도 서산시 시장2로 29, 2층 (동문동)",충청남도,서산시,오케노래주점,룸살롱,151568.9434,364772.849
단란주점영업,영업,"충청남도 서산시 시장2로 31-1, 지하1층 (동문동)",충청남도,서산시,골드미스,단란주점,151593.8854,364773.9529
단란주점영업,영업,충청남도 서산시 시장2로 33 (동문동),충청남도,서산시,필,단란주점,151608.3956,364773.719
유흥주점영업,영업,"충청남도 서산시 시장2로 34-5, 2층 (동문동)",충청남도,서산시,씽씽노래주점,룸살롱,151612.533,364727.5057
유흥주점영업,영업,"충청남도 서산시 시장2로 35, 지하층 (동문동)",충청남도,서산시,초이스가요주점,룸살롱,151623.7995,364781.3009
유흥주점영업,영업,"충청남도 서산시 시장4길 26, 지하1층 (동문동)",충청남도,서산시,아리랑노래주점,룸살롱,151510.5732,364569.2999
유흥주점영업,영업,"충청남도 서산시 시장6로 35-1 (동문동,(지하1층))",충청남도,서산시,패밀리 노래주점,룸살롱,151526.6931,364728.7236
유흥주점영업,영업,"충청남도 서산시 시장6로 37, 지하층 (동문동)",충청남도,서산시,비너스,룸살롱,151526.7212,364755.5583
단란주점영업,영업,충청남도 서산시 안견로 178 (동문동),충청남도,서산시,로얄스텐드빠,단란주점,151644.0242,364706.4378
단란주점영업,영업,충청남도 서산시 안견로 237-1 (동문동),충청남도,서산시,올드단란주점,단란주점,151468.0369,364182.2009
유흥주점영업,영업,"충청남도 서산시 안견로 284 (읍내동,외 6개번지 서산프라자 202호(2층))",충청남도,서산시,황진이 가요주점,룸살롱,150997.2264,364161.4386
유흥주점영업,영업,"충청남도 서산시 안견로 284 (읍내동,외 6개번지(7층))",충청남도,서산시,미술관,룸살롱,150997.2264,364161.4386
유흥주점영업,영업,"충청남도 서산시 안견로 284 (읍내동,외 6필지(3층))",충청남도,서산시,신세계,룸살롱,150997.2264,364161.4386
유흥주점영업,영업,"충청남도 서산시 안견로 284, 1층 (읍내동)",충청남도,서산시,유니콘,룸살롱,150997.2264,364161.4386
유흥주점영업,영업,"충청남도 서산시 안견로 284, 1층 101호 (읍내동, KJC서산프라자)",충청남도,서산시,베네치아 노래주점,룸살롱,150997.2264,364161.4386
유흥주점영업,영업,"충청남도 서산시 안견로 284, kjc서산프라자 201호 (읍내동)",충청남도,서산시,더샤넬,룸살롱,150997.2264,364161.4386
유흥주점영업,영업,"충청남도 서산시 안견로 284, 지하1층 (읍내동)",충청남도,서산시,루비가요주점,룸살롱,150997.2264,364161.4386
단란주점영업,영업,"충청남도 서산시 운산면 오리안2길 1, 지하층",충청남도,서산시,키스단란주점,단란주점,162866.3264,367842.8545
단란주점영업,영업,"충청남도 서산시 운산면 운암로 지하 1056, 1층",충청남도,서산시,거기단란주점,단란주점,162904.4735,367806.0791
단란주점영업,영업,충청남도 서산시 율지4로 15 (동문동),충청남도,서산시,야화 단란주점,단란주점,151805.2081,364414.5674
단란주점영업,영업,"충청남도 서산시 율지9로 7, 지하층 (동문동)",충청남도,서산시,스타단란주점,단란주점,151734.8511,364771.5459
유흥주점영업,영업,"충청남도 서산시 읍내1로 11, 2층 (읍내동)",충청남도,서산시,배꼽가요주점,룸살롱,150954.7965,364218.1335
단란주점영업,영업,"충청남도 서산시 읍내1로 11, 지하층 (읍내동)",충청남도,서산시,뉴스타클럽(NEWSTAR CLUB),단란주점,150954.7965,364218.1335
유흥주점영업,영업,"충청남도 서산시 읍내1로 12 (읍내동,,16-7 A동(지하))",충청남도,서산시,스캔들노래주점,룸살롱,150979.8142,364220.2752
유흥주점영업,영업,"충청남도 서산시 읍내1로 12, 2층 (읍내동)",충청남도,서산시,멜론노래클럽주점,룸살롱,150979.8142,364220.2752
유흥주점영업,영업,"충청남도 서산시 읍내1로 15, 2층 (읍내동)",충청남도,서산시,강남유흥주점,룸살롱,150937.5202,364259.5171
유흥주점영업,영업,"충청남도 서산시 읍내1로 17, 지하1층 (읍내동)",충청남도,서산시,버디 유흥주점,룸살롱,150932.6894,364273.6137
유흥주점영업,영업,"충청남도 서산시 읍내1로 22 (읍내동,(지하))",충청남도,서산시,양귀비 유흥주점,룸살롱,150956.7357,364336.937
유흥주점영업,영업,"충청남도 서산시 읍내1로 22, 2층 (읍내동)",충청남도,서산시,마돈나,룸살롱,150956.7357,364336.937
유흥주점영업,영업,충청남도 서산시 읍내1로 23 (읍내동),충청남도,서산시,스타킹,룸살롱,150913.1172,364348.2041
유흥주점영업,영업,"충청남도 서산시 읍내1로 27, 2층 (읍내동)",충청남도,서산시,프로포즈유흥주점,룸살롱,150897.4302,364377.6459
유흥주점영업,영업,"충청남도 서산시 읍내1로 27, 동부빌딩 가동 지하1층 (읍내동)",충청남도,서산시,화랑,룸살롱,150897.4302,364377.6459
유흥주점영업,영업,충청남도 서산시 읍내1로 29 (읍내동),충청남도,서산시,마님,룸살롱,150898.3388,364398.9534
